Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
v-3-1-0,org.apache.cassandra.cql3.functions,JavaBasedUDFunction,JavaBasedUDFunction,Long Statement,The length of the statement "super(name`argNames`argTypes`UDHelper.driverTypes(argTypes)`returnType`UDHelper.driverType(returnType)`calledOnNullInput`"java"`body);" is 134.,181
v-3-1-0,org.apache.cassandra.cql3.functions,JavaBasedUDFunction,JavaBasedUDFunction,Long Statement,The length of the statement "org.eclipse.jdt.internal.compiler.Compiler compiler=new Compiler(compilationUnit`errorHandlingPolicy`compilerOptions`compilationUnit`problemFactory);" is 149.,181
v-3-1-0,org.apache.cassandra.cql3.functions,JavaBasedUDFunction,JavaBasedUDFunction,Long Statement,The length of the statement "problems.append("GENERATED SOURCE ERROR: line ").append(problem.getSourceLineNumber()).append(" (in generated source): ").append(problem.getMessage()).append('\n');" is 164.,181
v-3-1-0,org.apache.cassandra.cql3.functions,JavaBasedUDFunction,JavaBasedUDFunction,Long Statement,The length of the statement "if (fullSource) throw new InvalidRequestException("Java source compilation failed:\n" + problems + "\n generated source:\n"+ javaSource);" is 137.,181
v-3-1-0,org.apache.cassandra.cql3.functions,JavaBasedUDFunction,JavaBasedUDFunction,Long Statement,The length of the statement "if (nonSyntheticMethodCount != 2 || cls.getDeclaredConstructors().length != 1) throw new InvalidRequestException("Check your source to not define additional Java methods or constructors");" is 188.,181
v-3-1-0,org.apache.cassandra.cql3.functions,JavaBasedUDFunction,JavaBasedUDFunction,Long Statement,The length of the statement "throw new InvalidRequestException(String.format("Could not compile function '%s' from Java source: %s"`name`e.getCause()));" is 123.,181
v-3-1-0,org.apache.cassandra.cql3.functions,JavaBasedUDFunction,JavaBasedUDFunction,Magic Number,The method contains a magic number: 2,181
v-3-1-0,org.apache.cassandra.cql3.functions,JavaBasedUDFunction,generateClassName,Long Statement,The length of the statement "sb.append('_').append(ThreadLocalRandom.current().nextInt() & 0xffffff).append('_').append(classSequence.incrementAndGet());" is 124.,374
v-3-1-0,org.apache.cassandra.cql3.functions,JavaBasedUDFunction,generateClassName,Magic Number,The method contains a magic number: 10,374
v-3-1-0,org.apache.cassandra.cql3.functions,JavaBasedUDFunction,generateClassName,Magic Number,The method contains a magic number: 0xffff,374
v-3-1-0,org.apache.cassandra.cql3.functions,JavaBasedUDFunction,generateClassName,Magic Number,The method contains a magic number: 0xffffff,374
v-3-1-0,org.apache.cassandra.cql3.functions,JavaBasedUDFunction,generateArgumentList,Magic Number,The method contains a magic number: 32,401
v-3-1-0,org.apache.cassandra.cql3.functions,JavaBasedUDFunction,generateArguments,Long Statement,The length of the statement "code.append(" (").append(javaSourceName(paramTypes[i])).append(") ").append(composeMethod(paramTypes[i])).append("(protocolVersion` ").append(i).append("` params.get(").append(i).append("))");" is 192.,416
v-3-1-0,org.apache.cassandra.cql3.functions,JavaBasedUDFunction,generateArguments,Magic Number,The method contains a magic number: 64,416
v-3-1-0,org.apache.cassandra.cql3.functions,ToJsonFct,getInstance,Long Statement,The length of the statement "if (argTypes.size() != 1) throw new InvalidRequestException(String.format("toJson() only accepts one argument (got %d)"`argTypes.size()));" is 138.,38
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,UDFunction,Long Parameter List,The method has 7 parameters. ,178
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,UDFunction,Long Statement,The length of the statement "this(name`argNames`argTypes`UDHelper.driverTypes(argTypes)`returnType`UDHelper.driverType(returnType)`calledOnNullInput`language`body);" is 135.,178
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,UDFunction,Long Parameter List,The method has 9 parameters. ,190
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,create,Long Parameter List,The method has 7 parameters. ,210
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,create,Missing default,The following switch statement is missing a default case: switch (language) {,210
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,createBrokenFunction,Long Parameter List,The method has 8 parameters. ,229
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,createBrokenFunction,Long Statement,The length of the statement "throw new InvalidRequestException(String.format("Function '%s' exists but hasn't been loaded successfully " + "for the following reason: %s. Please see the server log for details"`this`reason.getMessage()));" is 207.,229
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,executeUserDefined,Long Statement,The length of the statement "throw new InvalidRequestException(String.format("Function '%s' exists but hasn't been loaded successfully " + "for the following reason: %s. Please see the server log for details"`this`reason.getMessage()));" is 207.,254
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,execute,Long Statement,The length of the statement "ByteBuffer result=DatabaseDescriptor.enableUserDefinedFunctionsThreads() ? executeAsync(protocolVersion`parameters) : executeUserDefined(protocolVersion`parameters);" is 165.,264
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,execute,Magic Number,The method contains a magic number: 1000,264
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,assertUdfsEnabled,Long Statement,The length of the statement "if (!DatabaseDescriptor.enableUserDefinedFunctions()) throw new InvalidRequestException("User-defined functions are disabled in cassandra.yaml - set enable_user_defined_functions=true to enable");" is 196.,297
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,assertUdfsEnabled,Long Statement,The length of the statement "if (!"java".equalsIgnoreCase(language) && !DatabaseDescriptor.enableScriptedUserDefinedFunctions()) throw new InvalidRequestException("Scripted user-defined functions are disabled in cassandra.yaml - set enable_scripted_user_defined_functions=true to enable if you are aware of the security risks");" is 299.,297
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,executeAsync,Long Statement,The length of the statement "String warn=String.format("User defined function %s ran longer than %dms"`this`DatabaseDescriptor.getUserDefinedFunctionWarnTimeout());" is 135.,336
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,executeAsync,Long Statement,The length of the statement "return future.get(DatabaseDescriptor.getUserDefinedFunctionFailTimeout() - DatabaseDescriptor.getUserDefinedFunctionWarnTimeout()`TimeUnit.MILLISECONDS);" is 153.,336
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,executeAsync,Long Statement,The length of the statement "return future.get(Math.max(DatabaseDescriptor.getUserDefinedFunctionFailTimeout() - cpuTimeMillis`0L)`TimeUnit.MILLISECONDS);" is 125.,336
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,executeAsync,Long Statement,The length of the statement "TimeoutException cause=new TimeoutException(String.format("User defined function %s ran longer than %dms%s"`this`DatabaseDescriptor.getUserDefinedFunctionFailTimeout()`DatabaseDescriptor.getUserFunctionTimeoutPolicy() == Config.UserFunctionTimeoutPolicy.ignore ? "" : " - will stop Cassandra VM"));" is 298.,336
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,executeAsync,Magic Number,The method contains a magic number: 1000000L,336
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,isCallableWrtNullable,Long Statement,The length of the statement "if (!calledOnNullInput) for (int i=0; i < parameters.size(); i++) if (UDHelper.isNullOrEmpty(argTypes.get(i)`parameters.get(i))) return false;" is 142.,430
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,equals,Long Statement,The length of the statement "return Objects.equal(name`that.name) && Objects.equal(argNames`that.argNames) && Functions.typesMatch(argTypes`that.argTypes)&& Functions.typesMatch(returnType`that.returnType)&& Objects.equal(language`that.language)&& Objects.equal(body`that.body);" is 249.,506
v-3-1-0,org.apache.cassandra.cql3.functions,UDFunction,hashCode,Long Statement,The length of the statement "return Objects.hashCode(name`Functions.typeHashCode(argTypes)`Functions.typeHashCode(returnType)`returnType`language`body);" is 123.,521
v-3-1-0,org.apache.cassandra.cql3.functions,TokenFct,execute,Long Statement,The length of the statement "return cfm.partitioner.getTokenFactory().toByteArray(cfm.partitioner.getToken(CFMetaData.serializePartitionKey(builder.build())));" is 130.,48
v-3-1-0,org.apache.cassandra.cql3.functions,UDAggregate,UDAggregate,Long Parameter List,The method has 6 parameters. ,45
v-3-1-0,org.apache.cassandra.cql3.functions,UDAggregate,create,Long Parameter List,The method has 8 parameters. ,59
v-3-1-0,org.apache.cassandra.cql3.functions,UDAggregate,create,Long Statement,The length of the statement "return new UDAggregate(name`argTypes`returnType`resolveScalar(functions`name`stateFunc`stateTypes)`finalFunc != null ? resolveScalar(functions`name`finalFunc`finalTypes) : null`initcond);" is 187.,59
v-3-1-0,org.apache.cassandra.cql3.functions,UDAggregate,createBroken,Long Parameter List,The method has 5 parameters. ,81
v-3-1-0,org.apache.cassandra.cql3.functions,UDAggregate,createBroken,Long Statement,The length of the statement "throw new InvalidRequestException(String.format("Aggregate '%s' exists but hasn't been loaded successfully for the following reason: %s. " + "Please see the server log for more details"`this`reason.getMessage()));" is 213.,81
v-3-1-0,org.apache.cassandra.cql3.functions,UDAggregate,newAggregate,Long Statement,The length of the statement "throw new InvalidRequestException(String.format("Aggregate '%s' exists but hasn't been loaded successfully for the following reason: %s. " + "Please see the server log for more details"`this`reason.getMessage()));" is 213.,89
v-3-1-0,org.apache.cassandra.cql3.functions,UDAggregate,newAggregate,Long Statement,The length of the statement "Tracing.trace("Executed UDA {}: {} call(s) to state function {} in {}\u03bcs"`name()`stateFunctionCount`stateFunction.name()`stateFunctionDuration);" is 148.,144
v-3-1-0,org.apache.cassandra.cql3.functions,UDAggregate,newAggregate,Magic Number,The method contains a magic number: 1000,144
v-3-1-0,org.apache.cassandra.cql3.functions,UDAggregate,addInput,Magic Number,The method contains a magic number: 1000,156
v-3-1-0,org.apache.cassandra.cql3.functions,UDAggregate,compute,Long Statement,The length of the statement "Tracing.trace("Executed UDA {}: {} call(s) to state function {} in {}\u03bcs"`name()`stateFunctionCount`stateFunction.name()`stateFunctionDuration);" is 148.,176
v-3-1-0,org.apache.cassandra.cql3.functions,UDAggregate,resolveScalar,Long Statement,The length of the statement "if (!fun.isPresent()) throw new InvalidRequestException(String.format("Referenced state function '%s %s' for aggregate '%s' does not exist"`fName`Arrays.toString(UDHelper.driverTypes(argTypes))`aName));" is 202.,197
v-3-1-0,org.apache.cassandra.cql3.functions,UDAggregate,resolveScalar,Long Statement,The length of the statement "if (!(fun.get() instanceof ScalarFunction)) throw new InvalidRequestException(String.format("Referenced state function '%s %s' for aggregate '%s' is not a scalar function"`fName`Arrays.toString(UDHelper.driverTypes(argTypes))`aName));" is 234.,197
v-3-1-0,org.apache.cassandra.cql3.functions,UDAggregate,equals,Long Statement,The length of the statement "return Objects.equal(name`that.name) && Functions.typesMatch(argTypes`that.argTypes) && Functions.typesMatch(returnType`that.returnType)&& Objects.equal(stateFunction`that.stateFunction)&& Objects.equal(finalFunction`that.finalFunction)&& Objects.equal(stateType`that.stateType)&& Objects.equal(initcond`that.initcond);" is 319.,214
v-3-1-0,org.apache.cassandra.cql3.functions,UDAggregate,hashCode,Long Statement,The length of the statement "return Objects.hashCode(name`Functions.typeHashCode(argTypes)`Functions.typeHashCode(returnType)`stateFunction`finalFunction`stateType`initcond);" is 145.,230
v-3-1-0,org.apache.cassandra.cql3.functions,UDFByteCodeVerifier,verify,Complex Method,Cyclomatic complexity of the method is 8,83
v-3-1-0,org.apache.cassandra.cql3.functions,UDFByteCodeVerifier,visitField,Long Parameter List,The method has 5 parameters. ,88
v-3-1-0,org.apache.cassandra.cql3.functions,UDFByteCodeVerifier,visitMethod,Long Parameter List,The method has 5 parameters. ,94
v-3-1-0,org.apache.cassandra.cql3.functions,UDFByteCodeVerifier,visit,Long Parameter List,The method has 6 parameters. ,122
v-3-1-0,org.apache.cassandra.cql3.functions,UDFByteCodeVerifier,visitMethodInsn,Long Parameter List,The method has 5 parameters. ,158
